part,area,repo_module,status,test_status,external_trace_status,next_action
ISO11783-9,tecu-tractor-preset-subsystem-wiring,src/session/presets.rs,complete,standard-suite,none,maintain session::presets::tractor TECU facility and power subsystem wiring coverage
ISO11783-9,tecu-tractor-preset-facility-advertisement-guard,src/session/presets.rs,complete,standard-suite,none,maintain session::presets::tractor facility-advertisement-beyond-classification guard coverage
ISO11783-9,tecu-maintain-power-request-expiry-boundary,src/isobus/tractor_ecu.rs,complete,standard-suite,none,maintain tecu_maintain_power_request_expiry_is_source_scoped_and_saturating
ISO11783-9,tecu-tractor-facility-bit-matrix-and-payload-shape,src/isobus/implement/tractor_facilities.rs,complete,standard-suite,none,maintain tecu_facility_matrix_round_trips_class_front_guidance_and_powertrain_bits and tecu_facility_payload_requires_complete_fixed_frame_and_reserved_bits
ISO11783-9,tecu-tractor-facilities-virtual-bus-workflow,src/isobus/implement/tractor_facilities.rs,complete,standard-suite,none,maintain tecu_facility_virtual_bus_exchanges_required_and_response_without_invalid_mutation including invalid source and destination-specific PDU2 metadata
ISO11783-9,tecu-maintain-power-pgn-envelope,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_ignores_wrong_pgn_before_shutdown_state_extension
ISO11783-9,tecu-maintain-power-canonical-frame-and-source-validation,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_requires_canonical_fixed_frame_and_valid_source
ISO11783-9,tecu-maintain-power-public-strict-decoders,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_public_decoders_reject_noncanonical_packed_bytes
ISO11783-9,tecu-maintain-power-strict-packed-field-extraction,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_payload_field_extraction_uses_strict_decoders
ISO11783-9,tecu-class-public-strict-decoder,src/isobus/implement/tractor_facilities.rs,complete,standard-suite,none,maintain tecu_classification_and_power_defaults_are_explicit_boundaries
ISO11783-9,tecu-maintain-power-shutdown-request-window,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_shutdown_window_requires_fresh_requests
ISO11783-9,tecu-maintain-power-dual-rail-request-window,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_accepts_either_power_rail_request_before_shutdown_expiry
ISO11783-9,tecu-maintain-power-maximum-extension-limit,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain tecu_maintain_power_maximum_extension_limit_overrides_fresh_requests
ISO11783-9,tecu-maintain-power-source-lifecycle,src/j1939/maintain_power.rs,complete,standard-suite,none,maintain maintain-power CF-request lifecycle, source-scoping, and malformed/invalid-source/invalid-destination codec rejection coverage
ISO11783-10,task-controller,src/isobus/tc,implemented-needs-standard-tests,standard-suite,missing,maintain TC workflow state matrix and workflow traces
ISO11783-10,tc-ddop-minimal-graph-round-trip,src/isobus/tc/ddop.rs,complete,standard-suite,none,maintain tc_ddop_validates_serializes_and_deserializes_minimal_graph
ISO11783-10,tc-ddop-graph-reference-validation,src/isobus/tc/ddop.rs,complete,standard-suite,none,maintain tc_ddop_rejects_missing_child_reference_before_claiming_completion tc_ddop_rejects_duplicate_ids_and_missing_presentation_references and tc_ddop_rejects_wrong_kind_element_parent_and_child_references
ISO11783-10,tc-ddop-null-and-self-reference-rejection,src/isobus/tc/ddop.rs,complete,standard-suite,none,maintain tc_ddop_rejects_null_and_self_referential_object_ids
ISO11783-10,tc-ddop-process-data-trigger-reserved-bits,src/isobus/tc/ddop.rs;src/isobus/tc/objects.rs,complete,standard-suite,none,maintain tc_ddop_rejects_process_data_reserved_trigger_bits
ISO11783-10,tc-ddop-text-scale-encoding-validation,src/isobus/tc/ddop.rs;src/isobus/tc/objects.rs,complete,standard-suite,none,maintain tc_ddop_rejects_unencodable_text_and_non_finite_scales
ISO11783-10,tc-process-data-command-nibble-round-trip,src/isobus/tc/client.rs;src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_process_data_command_nibbles_round_trip_known_values
ISO11783-10,tc-client-status-envelope-validation,src/isobus/tc/client.rs,complete,standard-suite,none,maintain tc_client_rejects_non_canonical_status_frames_before_server_binding and tc_client_stack_rejects_wrong_null_destination_and_invalid_sources_before_server_binding
ISO11783-10,tc-status-busy-source-and-binding,src/isobus/tc/client.rs;src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_status_frames_preserve_busy_source_and_client_server_binding
ISO11783-10,tc-geo-gnss-position-ingress-validation,src/isobus/tc/geo.rs,complete,standard-suite,none,maintain tc_geo_gnss_position_ingress_rejects_invalid_envelopes_without_cache_mutation
ISO11783-10,tc-geo-prescription-rate-payload-validation,src/isobus/tc/geo.rs;src/isobus/tc/ddi_database.rs,complete,standard-suite,none,maintain tc_geo_prescription_rate_payloads_validate_ddi_resolution_and_range
ISO11783-10,tc-geo-prescription-zone-exit-reentry-state,src/isobus/tc/geo.rs,complete,standard-suite,none,maintain tc_geo_prescription_rate_state_clears_when_position_leaves_all_zones
ISO11783-10,tc-geo-prescription-map-reload-state,src/isobus/tc/geo.rs,complete,standard-suite,none,maintain tc_geo_clearing_prescription_maps_clears_rate_state_before_reload
ISO11783-10,tc-lifecycle-request-envelope-validation,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_lifecycle_requests_reject_malformed_fixed_frames_before_process_data_fallback
ISO11783-10,tc-client-lifecycle-response-envelope-validation,src/isobus/tc/client.rs,complete,standard-suite,none,maintain tc_client_lifecycle_responses_reject_malformed_fixed_frames_without_state_progress
ISO11783-10,tc-lifecycle-client-creation-and-label-guards,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_ddop_lifecycle_requests_do_not_allocate_clients_before_upload_state and tc_lifecycle_label_requests_require_canonical_fixed_frames_before_client_creation
ISO11783-10,tc-process-data-envelope-validation,src/isobus/tc/client.rs;src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_process_data_try_handlers_reject_malformed_payloads_before_callbacks
ISO11783-10,tc-server-client-version-response-envelope-validation,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_server_rejects_malformed_client_version_responses_without_version_update and tc_server_stack_rejects_wrong_null_destination_and_invalid_sources_before_client_state
ISO11783-10,tc-process-data-reserved-and-unsupported-command-rejection,src/isobus/tc/client.rs;src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_process_data_try_handlers_reject_reserved_and_unsupported_commands
ISO11783-10,tc-peer-control-assignment-and-registry-validation,src/isobus/tc/peer_control.rs,complete,standard-suite,none,maintain tc_peer_control_assignment_preserves_nibble_split_and_rejects_unencodable_source tc_peer_control_decode_rejects_bad_envelope_without_partial_assignment and tc_peer_control_registry_deduplicates_by_source_triplet_and_rejects_ambiguous_lookup
ISO11783-10,tc-peer-control-global-destination-rejection,src/isobus/tc/peer_control.rs,complete,standard-suite,none,maintain tc_peer_control_rejects_global_destination_without_registry_mutation
ISO11783-10,tc-process-data-set-value-and-measurement-builders,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_process_data_set_value_and_acknowledge_preserves_element_nibble_and_error and tc_process_data_measurement_builders_reject_unencodable_element_numbers
ISO11783-10,tc-measurement-command-builder-bounds,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_measurement_command_builders_preserve_element_nibble_and_reject_overflow
ISO11783-10,tc-measurement-runtime-periodic-and-invalid-target-guards,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_measurement_runtime_rejects_invalid_destination_and_empty_trigger_definition and tc_measurement_runtime_emits_periodic_distance_and_value_trigger_requests
ISO11783-10,tc-measurement-threshold-crossing-runtime,src/isobus/tc/server.rs,complete,standard-suite,none,maintain tc_measurement_runtime_thresholds_trigger_only_on_crossings
ISO11783-10,tc-geo-process-data-value-header-canonicality,src/isobus/tc/geo.rs,complete,standard-suite,none,maintain tc_geo_position_process_data_payloads_use_canonical_value_headers
ISO11783-10,tc-public-error-status-strict-decoders,src/isobus/tc/server_options.rs,complete,standard-suite,none,maintain tc_public_error_status_decoders_reject_noncanonical_bytes
ISO11783-10,tc-version-capability-option-reserved-bit-validation,src/isobus/tc/client.rs;src/isobus/tc/server.rs;src/isobus/tc/server_options.rs,complete,standard-suite,none,maintain tc_version_capability_option_bytes_reject_reserved_bits_before_state_update including unadvertisable server topology counts
ISO11783-11,mobile-data-element-dictionary,src/isobus/tc/ddi_database.rs,implemented-needs-standard-tests,standard-suite,missing,maintain DDI source-policy matrix custom-source docs public-reference tests and refresh generated table from newer public export
ISO11783-11,ddi-source-policy-matrix,src/isobus/tc/ddi_database.rs;tests/fixtures/isobus/ddi_source_policy_matrix.txt,complete,standard-suite,none,maintain ddi_source_policy_matrix_covers_database_lookup_docs_and_helpers_without_private_tables
ISO11783-11,ddi-source-policy-and-public-ddi-references,src/isobus/tc/ddi_database.rs;tests/fixtures/isobus/tc_ddi_source_manifest.txt;book/src/tutorials/ddop.md;book/src/isobus-basics/ddop-and-process-data.md;examples/tc_geo_demo.rs;src/isobus/tc/ddop_helpers.rs,complete,standard-suite,none,maintain ddi_source_policy_tracks_public_export_without_copying_private_tables ddi_references_in_public_examples_tutorials_and_helpers_are_known_dictionary_entries ddi_public_examples_and_tutorials_avoid_magic_dictionary_numbers ddi_docs_explain_custom_source_without_republishing_dictionary_tables and ddi_helpers_preserve_geometry_rate_and_total_semantics_with_named_dictionary_refs
ISO11783-11,ddi-proprietary-range-and-unknown-sentinel,src/isobus/tc/ddi_database.rs,complete,standard-suite,none,maintain ddi_proprietary_range_boundaries_do_not_collide_with_unknown_sentinel
ISO11783-11,ddi-engineering-conversion-boundaries,src/isobus/tc/ddi_database.rs,complete,standard-suite,none,maintain ddi_engineering_conversion_uses_resolution_and_saturates_invalid_inputs
ISO11783-12,diagnostics,src/j1939/diagnostic.rs,implemented-needs-standard-tests,standard-suite,missing,maintain diagnostic service state matrix and finish service-tool trace evidence
ISO11783-12,diagnostics-dtc-and-fmi-reserved-value-validation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dtc_rejects_reserved_occurrence_count_bit and diagnostics_fmi_decoders_accept_defined_values_and_reject_reserved_values
ISO11783-12,diagnostics-lamp-and-dtc-list-shape-validation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_lamp_status_round_trips_all_lamp_groups and diagnostics_dtc_lists_reject_prefix_compatible_garbage_and_bad_padding
ISO11783-12,diagnostics-public-strict-lamp-decoders,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_public_lamp_decoders_reject_noncanonical_packed_bytes
ISO11783-12,diagnostics-empty-dtc-placeholder-canonicality,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dtc_lists_reject_prefix_compatible_garbage_and_bad_padding
ISO11783-12,diagnostics-empty-dtc-placeholder-position,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dtc_lists_allow_empty_placeholder_only_as_single_frame_empty_list
ISO11783-12,diagnostics-dm4-single-frame-canonical-padding,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_identification_readiness_and_driver_info_shapes_are_canonical
ISO11783-12,diagnostics-clear-all-and-broadcast-control-shapes,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_clear_all_requests_accept_only_canonical_reserved_payload and diagnostics_dm13_broadcast_control_rejects_reserved_payload_bytes
ISO11783-12,diagnostics-dm7-dm14-service-field-validation,src/j1939/diagnostic.rs;src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_dm7_and_dm14_reject_reserved_fields_before_service_workflow_use including DM14 full-message source and destination envelope checks
ISO11783-12,diagnostics-dm14-command-public-strict-decoder,src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_dm14_command_public_decoder_rejects_noncanonical_bytes
ISO11783-12,diagnostics-dm13-network-command-validation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm13_rejects_undefined_network_commands_before_workflow_use
ISO11783-12,diagnostics-dm13-strict-network-command-decoder,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm13_public_command_decoder_rejects_noncanonical_packed_bytes
ISO11783-12,diagnostics-public-strict-service-field-decoders,src/j1939/diagnostic.rs;src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_public_service_field_decoders_reject_noncanonical_packed_bytes
ISO11783-12,diagnostics-dm13-suspend-signal-high-nibble-validation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm13_suspend_signal_rejects_high_nibble_slop
ISO11783-12,diagnostics-dm15-memory-response-status-reserved-bits,src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_dm15_memory_response_rejects_reserved_status_bits_and_values
ISO11783-12,diagnostics-dm15-status-public-strict-decoder,src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_dm15_status_public_decoder_rejects_noncanonical_bytes
ISO11783-12,diagnostics-memory-access-command-and-transfer-boundaries,src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_memory_access_commands_and_dm16_lengths_are_explicit
ISO11783-12,diagnostics-memory-service-no-mutation,src/j1939/dm_memory.rs,complete,standard-suite,none,maintain DM14/DM15/DM16 service-frame malformed-payload codec rejection coverage
ISO11783-12,diagnostics-service-bad-envelope-no-mutation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostic service bad-envelope codec rejection coverage
ISO11783-12,diagnostics-dm16-and-identification-variable-payloads,src/j1939/diagnostic.rs;src/j1939/dm_memory.rs,complete,standard-suite,none,maintain diagnostics_dm16_and_ecu_identification_reject_malformed_variable_payloads
ISO11783-12,diagnostics-dm8-test-result-reserved-spn-bits,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm8_test_result_rejects_reserved_spn_octet_bits
ISO11783-12,diagnostics-dm22-control-reason-shape-validation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm22_clear_messages_distinguish_request_ack_and_nack_shapes
ISO11783-12,diagnostics-dm22-public-strict-service-decoders,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_public_service_field_decoders_reject_noncanonical_packed_bytes
ISO11783-12,diagnostics-monitor-ratio-freeze-frame-shapes,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm20_monitor_ratios_require_complete_groups_and_reserved_spn_bits and diagnostics_freeze_frame_rejects_count_mismatch_and_reserved_snapshot_bits
ISO11783-12,diagnostics-identification-readiness-driver-info-shapes,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_identification_readiness_and_driver_info_shapes_are_canonical
ISO11783-12,diagnostics-protocol-id-capability-bit-validation,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_protocol_id_rejects_unknown_bits_and_noncanonical_padding
ISO11783-12,diagnostics-protocol-id-public-protocol-strict-decoder,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_protocol_id_public_protocol_decoder_rejects_noncanonical_bytes
ISO11783-12,diagnostics-protocol-id-outbound-reserved-bit-mask,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_protocol_id_encoder_masks_reserved_bits_before_wire_use
ISO11783-12,diagnostics-control-function-functionality-option-counts,src/isobus/functionalities.rs,complete,standard-suite,none,maintain diagnostics_functionalities_use_canonical_generation_and_option_counts
ISO11783-12,diagnostics-control-function-functionality-public-strict-decoder,src/isobus/functionalities.rs,complete,standard-suite,none,maintain diagnostics_functionality_public_decoder_rejects_noncanonical_bytes
ISO11783-12,diagnostics-control-function-functionality-count-and-generation-range,src/isobus/functionalities.rs,complete,standard-suite,none,maintain diagnostics_functionalities_reject_zero_count_and_preserve_minimum_cf
ISO11783-12,diagnostics-control-function-functionality-request-source-validation,src/isobus/functionalities.rs,complete,standard-suite,none,maintain the Functionalities PGN-Request responder invalid-source no-response coverage
ISO11783-12,diagnostics-product-software-identification-star-fields,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_product_and_software_identification_are_strict_star_fields
ISO11783-12,diagnostics-identification-single-byte-text-validation,src/j1939/diagnostic.rs;src/j1939/dm_memory.rs;src/j1939/text.rs,complete,standard-suite,none,maintain diagnostics_identification_text_fields_use_single_byte_latin1_and_reserved_delimiters
ISO11783-12,diagnostics-dm25-freeze-frame-request-shape,src/j1939/diagnostic.rs,complete,standard-suite,none,maintain diagnostics_dm25_freeze_frame_request_shape_is_canonical
ISO11783-13,file-server,src/isobus/fs,implemented-needs-standard-tests,standard-suite,missing,maintain operation and error-state matrix for client and server and collect FS peer traces
ISO11783-13,fs-read-write-directory-counts,src/isobus/fs,complete,standard-suite,none,maintain file_server_reads_directory_entries_with_standard_count_and_hidden_filter plus read/write count fixtures
ISO11783-13,fs-file-date-time,src/isobus/fs,complete,standard-suite,none,maintain file_server_get_file_date_time_uses_counted_paths_and_rejects_invalid_targets file_client_get_file_date_time_validates_requests_and_fixed_success_responses
ISO11783-13,fs-file-date-time-field-range-validation,src/isobus/fs/types.rs;src/isobus/fs/client.rs;src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_client_get_file_date_time_validates_requests_and_fixed_success_responses and dos_date_time_round_trip
ISO11783-13,fs-status-open-file-count-range-validation,src/isobus/fs/types.rs;src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_malformed_status_broadcasts_without_keepalive_or_cache_update
ISO11783-13,fs-property-count-range-validation,src/isobus/fs/types.rs;src/isobus/fs/properties.rs;src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_property_count_ranges_are_validated_before_advertisement_or_connection
ISO11783-13,fs-property-version-range-validation,src/isobus/fs/types.rs;src/isobus/fs/properties.rs;src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_property_count_ranges_are_validated_before_advertisement_or_connection version assertions
ISO11783-13,fs-client-explicit-server-request-state-gates,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_explicit_status_and_property_requests_reject_disconnected_state_without_tan
ISO11783-13,fs-client-reserved-error-code-rejection,src/isobus/fs/client.rs;src/isobus/fs/error_codes.rs,complete,standard-suite,none,maintain reserved error-byte assertion in file_client_get_file_date_time_validates_requests_and_fixed_success_responses
ISO11783-13,file-server-public-error-strict-decoder,src/isobus/fs/error_codes.rs,complete,standard-suite,none,maintain file_server_public_error_decoder_rejects_noncanonical_bytes and keep response validation sourced from FSError::try_from_u8
ISO11783-13,file-server-legacy-transfer-error-strict-decoder,src/isobus/file_transfer.rs,complete,standard-suite,none,maintain file_server_legacy_transfer_error_decoder_rejects_noncanonical_bytes
ISO11783-13,file-server-legacy-operation-strict-decoder,src/isobus/file_transfer.rs,complete,standard-suite,none,maintain file_server_legacy_operation_decoder_rejects_noncanonical_bytes
ISO11783-13,file-server-function-public-strict-decoder,src/isobus/fs/types.rs,complete,standard-suite,none,maintain file_server_function_codes_reject_reserved_values
ISO11783-13,file-server-volume-state-public-strict-decoders,src/isobus/fs/types.rs;src/isobus/fs/properties.rs,complete,standard-suite,none,maintain file_server_volume_state_decoders_reject_noncanonical_bytes
ISO11783-13,fs-removed-volume-current-directory-state,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_removed_volume_resets_and_blocks_current_directory_state
ISO11783-13,fs-removed-volume-path-operation-errors,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_removed_volume_rejects_path_mutations_before_media_state_changes
ISO11783-13,fs-removed-volume-initialize-volume,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_removed_volume_rejects_path_mutations_before_media_state_changes file_server_initialize_volume_accepts_counted_volume_request_and_rejects_reserved_flags
ISO11783-13,fs-client-removed-volume-cache-reset,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_removed_volume_status_clears_media_dependent_state
ISO11783-13,fs-create-move-parent-directory-validation,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_requires_existing_parent_directories_for_create_and_move
ISO11783-13,fs-open-dir-wildcard-final-component,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_open_dir_applies_final_component_wildcard_pattern
ISO11783-13,fs-get-directory-attributes,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_reports_wrong_type_for_file_operations_on_directories_without_mutation
ISO11783-13,fs-client-tan-reserved-wrap,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_transaction_numbers_wrap_without_using_reserved_tan
ISO11783-13,fs-client-request-timeout-late-response-drop,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_request_timeout_keeps_boundary_and_drops_late_successes
ISO11783-13,fs-reserved-file-handle-operation-rejection,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_rejects_reserved_handles_for_file_operations_without_state_mutation
ISO11783-13,fs-client-status-broadcast-canonical-shape,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_malformed_status_broadcasts_without_keepalive_or_cache_update
ISO11783-13,fs-client-close-seek-success-canonical-shape,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_malformed_close_and_seek_successes_before_state_mutation
ISO11783-13,fs-conflicting-open-access-modes,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_rejects_conflicting_write_opens_without_handle_allocation
ISO11783-13,fs-volume-status-request-lifecycle,src/isobus/fs,complete,standard-suite,none,maintain file_server_volume_status_requests_drive_removal_state_without_ccm and client parsing coverage
ISO11783-13,fs-v2-properties-volume-status-reserved-bit-validation,src/isobus/fs/properties.rs,complete,standard-suite,none,maintain file_server_v2_properties_and_volume_status_reject_reserved_bits
ISO11783-13,fs-v2-volume-status-name-validation,src/isobus/fs/properties.rs,complete,standard-suite,none,maintain file_server_v2_properties_and_volume_status_reject_reserved_bits
ISO11783-13,fs-v2-volume-status-capacity-consistency,src/isobus/fs/properties.rs,complete,standard-suite,none,maintain file_server_v2_properties_and_volume_status_reject_reserved_bits capacity assertions
ISO11783-13,fs-client-volume-status-counted-name-and-pending-state,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_malformed_volume_status_responses_without_media_state_or_pending_loss
ISO11783-13,fs-client-volume-status-tan-scope,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_volume_status_responses_clear_only_matching_pending_tan
ISO11783-13,fs-client-volume-status-removal-time-range,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_malformed_volume_status_responses_without_media_state_or_pending_loss
ISO11783-13,fs-client-volume-status-requested-name-match,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_volume_status_response_name_matches_nonempty_request
ISO11783-13,fs-client-volume-status-name-validation,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_malformed_volume_status_responses_without_media_state_or_pending_loss
ISO11783-13,fs-volume-name-ascii-validation,src/isobus/fs/types.rs;src/isobus/fs/client.rs;src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_volume_name_validation_rejects_non_ascii_across_client_and_server_paths
ISO11783-13,fs-client-current-directory-name-validation,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_non_ascii_current_directory_response_before_state_mutation
ISO11783-13,fs-client-path-byte-validation,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_rejects_non_ascii_path_requests_before_transport
ISO11783-13,fs-server-counted-path-byte-validation,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_rejects_non_ascii_counted_paths_without_file_or_directory_mutation
ISO11783-13,fs-initialize-volume-counted-request,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_initialize_volume_accepts_counted_volume_request_and_rejects_reserved_flags
ISO11783-13,fs-client-management-request-surface,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_management_requests_validate_and_parse_standard_responses
ISO11783-13,fs-client-advertised-capability-request-gates,src/isobus/fs/client.rs,complete,standard-suite,none,maintain file_client_gates_requests_by_advertised_server_capabilities_without_allocating_tans
ISO11783-13,fs-tan-reuse-operation-mismatch-replay,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_replays_cached_tan_even_when_reused_for_different_operation
ISO11783-13,fs-tan-cache-source-scope,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_tan_cache_is_scoped_by_client_source_address
ISO11783-13,fs-ccm-canonical-keepalive-connection,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_ccm_requires_canonical_keepalive_payload_before_connection
ISO11783-13,fs-server-ccm-liveness-separate-from-request-bookkeeping,src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_non_ccm_requests_do_not_suppress_first_ccm_connection_event
ISO11783-13,fs-raw-endpoint-envelope-validation,src/isobus/fs/client.rs;src/isobus/fs/server.rs,complete,standard-suite,none,maintain file_server_and_client_reject_wrong_pgn_or_invalid_source_before_state_mutation null-destination checks
ISO11783-13,fs-endpoint-envelope-validation,src/isobus/fs/server.rs;src/isobus/fs/client.rs,complete,standard-suite,none,maintain File Server/Client wrong-destination and invalid-source codec rejection coverage
ISO11783-14,sequence-control,src/isobus/sc,implemented-needs-standard-tests,standard-suite,missing,maintain unsupported-state matrix and collect external SC peer traces
ISO11783-14,sc-wire-constants-and-public-enum-boundaries,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_wire_constants_keep_status_roles_separate and sequence_control_public_state_enums_do_not_promote_reserved_values
ISO11783-14,sc-public-status-enum-strict-decoders,src/isobus/sc/types.rs;src/isobus/sc/master.rs;src/isobus/sc/client.rs,complete,standard-suite,none,maintain sequence_control_public_status_decoders_reject_noncanonical_bytes and keep status validation sourced from strict decoders
ISO11783-14,sc-master-client-lifecycle-and-visible-status,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_master_client_lifecycle_preserves_standard_status_bytes and sequence_control_pause_resume_and_abort_are_protocol_visible
ISO11783-14,sc-malformed-status-rejection,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_rejects_malformed_statuses_without_state_mutation
ISO11783-14,sc-sequence-number-reserved-range,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_rejects_reserved_sequence_numbers_without_state_progress
ISO11783-14,sc-inactive-status-sequence-field-validation,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_inactive_statuses_reject_active_sequence_fields_without_mutation
ISO11783-14,sc-reserved-raw-sequence-state-rejection,src/isobus/sc/types.rs;src/isobus/sc/client.rs;src/isobus/sc/master.rs,complete,standard-suite,none,maintain sequence_control_rejects_reserved_raw_sequence_state_bytes_without_mutation
ISO11783-14,sc-unsupported-initialization-and-envelope-validation,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_rejects_initialization_states_as_unsupported_without_mutation sequence_control_rejects_wrong_pgn_invalid_destination_and_invalid_sources_before_state_update and sequence_control_stack_rejects_wrong_null_destination_and_invalid_sources_before_state_update
ISO11783-14,sc-two-client-acknowledgement-and-step-id-boundaries,src/isobus/sc,complete,standard-suite,none,maintain sequence_control_two_client_acknowledgement_gates_ready_and_active_progress and sequence_control_step_id_boundaries_are_enforced_before_mutation
ISO11783-14,sc-master-disabled-client-active-ack-revocation,src/isobus/sc/master.rs,complete,standard-suite,none,maintain sequence_control_master_disabled_client_status_reopens_active_ack_timeout
ISO11783-14,sc-timeout-abort-status-visibility,src/isobus/sc/master.rs,complete,standard-suite,none,maintain sequence_control_ready_and_active_timeouts_emit_protocol_visible_abort_status
ISO11783-14,sc-client-busy-spacing-and-timeout,src/isobus/sc/client.rs,complete,standard-suite,none,maintain sequence_control_client_busy_spacing_and_timeout_are_protocol_visible
ISO11783-14,sc-master-busy-status-low-bits,src/isobus/sc/master.rs;src/isobus/sc/client.rs,complete,standard-suite,none,maintain sequence_control_master_busy_flags_are_low_bit_status_only
ISO11783-14,sc-client-inactive-master-session-reset,src/isobus/sc/client.rs,complete,standard-suite,none,maintain sequence_control_client_inactive_master_status_resets_local_session_state
